"","date","median.flow.3monthlag","max.flow.3monthlag","date.of.max.flow.3monthlag","fall.rate.3monthlag","rise.rate.3monthlag","reversals.3monthlag","inflows.3monthlag","inflows.upperqtl.3monthlag","inflows.lowerqtl.3monthlag","minDO.oakcity.3monthlag","minDO.jamesville.3monthlag","days.over.10k.3monthlag","days.over.15k.3monthlag","days.over.20k.3monthlag","days.over.30k.3monthlag","median.flow.2monthlag","max.flow.2monthlag","date.of.max.flow.2monthlag","fall.rate.2monthlag","rise.rate.2monthlag","reversals.2monthlag","inflows.2monthlag","inflows.upperqtl.2monthlag","inflows.lowerqtl.2monthlag","minDO.oakcity.2monthlag","minDO.jamesville.2monthlag","days.over.10k.2monthlag","days.over.15k.2monthlag","days.over.20k.2monthlag","days.over.30k.2monthlag","median.flow.1monthlag","max.flow.1monthlag","date.of.max.flow.1monthlag","fall.rate.1monthlag","rise.rate.1monthlag","reversals.1monthlag","inflows.1monthlag","inflows.upperqtl.1monthlag","inflows.lowerqtl.1monthlag","minDO.oakcity.1monthlag","minDO.jamesville.1monthlag","days.over.10k.1monthlag","days.over.15k.1monthlag","days.over.20k.1monthlag","days.over.30k.1monthlag","median.monthly.flow","max.monthly.flow","date.of.monthly.max.flow","monthly.fall.rate","monthly.rise.rate","monthly.reversals","monthly.inflows","inflows.upperquartile","inflows.lowerquartile","minDO.oakcity","minDO.jamesville","days.over.10k","days.over.15k","days.over.20k","days.over.30k"
"72",1980-02-01,4475,9000,332,1220,1120,19,11116.9,1,0,NA,NA,29,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",1980-06-01,10300,18100,91,1700,1710,10,16005,1,0,NA,NA,16,8,0,0,18050,18400,120,250,100,10,17417.0333333333,1,0,NA,NA,29,25,0,0,10200,18100,122,2690,950,10,8365.1935483871,0,0,NA,NA,17,3,0,0,6210,14000,154,1855,2495,15,4937,0,0,NA,NA,6,0,0,0
"74",1980-07-01,18050,18400,120,250,100,10,17417.0333333333,1,0,NA,NA,29,25,0,0,10200,18100,122,2690,950,10,8365.1935483871,0,0,NA,NA,17,3,0,0,6210,14000,154,1855,2495,15,4937,0,0,NA,NA,6,0,0,0,4490,10700,199,850,1600,16,4170.77419354839,0,0,NA,NA,1,0,0,0
"75",1980-08-01,10200,18100,122,2690,950,10,8365.1935483871,0,0,NA,NA,17,3,0,0,6210,14000,154,1855,2495,15,4937,0,0,NA,NA,6,0,0,0,4490,10700,199,850,1600,16,4170.77419354839,0,0,NA,NA,1,0,0,0,2430,12300,218,1300,725,13,2137.77419354839,0,0,NA,NA,2,0,0,0
"76",1980-09-01,6210,14000,154,1855,2495,15,4937,0,0,NA,NA,6,0,0,0,4490,10700,199,850,1600,16,4170.77419354839,0,0,NA,NA,1,0,0,0,2430,12300,218,1300,725,13,2137.77419354839,0,0,NA,NA,2,0,0,0,2370,5740,266,110,80,11,1802.96666666667,0,1,NA,NA,0,0,0,0
"77",1980-10-01,4490,10700,199,850,1600,16,4170.77419354839,0,0,NA,NA,1,0,0,0,2430,12300,218,1300,725,13,2137.77419354839,0,0,NA,NA,2,0,0,0,2370,5740,266,110,80,11,1802.96666666667,0,1,NA,NA,0,0,0,0,19700,25200,289,200,200,8,2697.38709677419,0,0,NA,NA,0,0,0,0
"78",1980-11-01,2430,12300,218,1300,725,13,2137.77419354839,0,0,NA,NA,2,0,0,0,2370,5740,266,110,80,11,1802.96666666667,0,1,NA,NA,0,0,0,0,19700,25200,289,200,200,8,2697.38709677419,0,0,NA,NA,0,0,0,0,17750,19900,310,700,1800,10,3165,0,0,NA,NA,0,0,0,0
"79",1980-12-01,2370,5740,266,110,80,11,1802.96666666667,0,1,NA,NA,0,0,0,0,19700,25200,289,200,200,8,2697.38709677419,0,0,NA,NA,0,0,0,0,17750,19900,310,700,1800,10,3165,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",1981-01-01,19700,25200,289,200,200,8,2697.38709677419,0,0,NA,NA,0,0,0,0,17750,19900,310,700,1800,10,3165,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",1981-02-01,17750,19900,310,700,1800,10,3165,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",1981-06-01,1980,4960,77,455,1065,14,3112.48387096774,0,1,NA,NA,0,0,0,0,2280,9880,104,30,95,19,3929.13333333333,0,1,NA,NA,0,0,0,0,3100,8980,133,405,330,13,3045.12903225806,0,1,NA,NA,0,0,0,0,2865,10600,166,1130,820,17,2564.53333333333,0,1,NA,NA,2,0,0,0
"83",1981-07-01,2280,9880,104,30,95,19,3929.13333333333,0,1,NA,NA,0,0,0,0,3100,8980,133,405,330,13,3045.12903225806,0,1,NA,NA,0,0,0,0,2865,10600,166,1130,820,17,2564.53333333333,0,1,NA,NA,2,0,0,0,2640,9360,191,565,610,12,2847.03225806452,0,0,NA,NA,0,0,0,0
"84",1981-08-01,3100,8980,133,405,330,13,3045.12903225806,0,1,NA,NA,0,0,0,0,2865,10600,166,1130,820,17,2564.53333333333,0,1,NA,NA,2,0,0,0,2640,9360,191,565,610,12,2847.03225806452,0,0,NA,NA,0,0,0,0,2370,7210,240,70,70,16,1391.67741935484,0,1,NA,NA,0,0,0,0
"85",1981-09-01,2865,10600,166,1130,820,17,2564.53333333333,0,1,NA,NA,2,0,0,0,2640,9360,191,565,610,12,2847.03225806452,0,0,NA,NA,0,0,0,0,2370,7210,240,70,70,16,1391.67741935484,0,1,NA,NA,0,0,0,0,2405,5750,255,590,150,10,2522.36666666667,0,0,NA,NA,0,0,0,0
"86",1981-10-01,2640,9360,191,565,610,12,2847.03225806452,0,0,NA,NA,0,0,0,0,2370,7210,240,70,70,16,1391.67741935484,0,1,NA,NA,0,0,0,0,2405,5750,255,590,150,10,2522.36666666667,0,0,NA,NA,0,0,0,0,2030,5750,289,335,370,15,3118.58064516129,0,0,NA,NA,0,0,0,0
"87",1981-11-01,2370,7210,240,70,70,16,1391.67741935484,0,1,NA,NA,0,0,0,0,2405,5750,255,590,150,10,2522.36666666667,0,0,NA,NA,0,0,0,0,2030,5750,289,335,370,15,3118.58064516129,0,0,NA,NA,0,0,0,0,2105,8980,333,650,1345,14,1885.3,0,1,NA,NA,0,0,0,0
"88",1981-12-01,2405,5750,255,590,150,10,2522.36666666667,0,0,NA,NA,0,0,0,0,2030,5750,289,335,370,15,3118.58064516129,0,0,NA,NA,0,0,0,0,2105,8980,333,650,1345,14,1885.3,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",1982-01-01,2030,5750,289,335,370,15,3118.58064516129,0,0,NA,NA,0,0,0,0,2105,8980,333,650,1345,14,1885.3,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",1982-02-01,2105,8980,333,650,1345,14,1885.3,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",1982-06-01,9310,17500,72,2140,1695,14,10359.935483871,0,0,NA,NA,15,7,0,0,2335,12600,98,385,600,10,4858.96666666667,0,1,NA,NA,2,0,0,0,6290,11600,128,420,590,20,5923.96774193548,0,0,NA,NA,4,0,0,0,17750,18200,165,700,600,9,13051.6,1,0,NA,NA,26,17,0,0
"92",1982-07-01,2335,12600,98,385,600,10,4858.96666666667,0,1,NA,NA,2,0,0,0,6290,11600,128,420,590,20,5923.96774193548,0,0,NA,NA,4,0,0,0,17750,18200,165,700,600,9,13051.6,1,0,NA,NA,26,17,0,0,5140,15100,198,2085,2120,19,5207.12903225806,1,0,NA,NA,5,1,0,0
"93",1982-08-01,6290,11600,128,420,590,20,5923.96774193548,0,0,NA,NA,4,0,0,0,17750,18200,165,700,600,9,13051.6,1,0,NA,NA,26,17,0,0,5140,15100,198,2085,2120,19,5207.12903225806,1,0,NA,NA,5,1,0,0,3270,11300,232,940,2610,16,3966.16129032258,0,0,NA,NA,3,0,0,0
"94",1982-09-01,17750,18200,165,700,600,9,13051.6,1,0,NA,NA,26,17,0,0,5140,15100,198,2085,2120,19,5207.12903225806,1,0,NA,NA,5,1,0,0,3270,11300,232,940,2610,16,3966.16129032258,0,0,NA,NA,3,0,0,0,2495,8090,257,340,200,14,1830.03333333333,0,1,NA,NA,0,0,0,0
"95",1982-10-01,5140,15100,198,2085,2120,19,5207.12903225806,1,0,NA,NA,5,1,0,0,3270,11300,232,940,2610,16,3966.16129032258,0,0,NA,NA,3,0,0,0,2495,8090,257,340,200,14,1830.03333333333,0,1,NA,NA,0,0,0,0,1820,4540,303,390,460,18,3959.06451612903,0,0,NA,NA,0,0,0,0
"96",1982-11-01,3270,11300,232,940,2610,16,3966.16129032258,0,0,NA,NA,3,0,0,0,2495,8090,257,340,200,14,1830.03333333333,0,1,NA,NA,0,0,0,0,1820,4540,303,390,460,18,3959.06451612903,0,0,NA,NA,0,0,0,0,1685,9210,314,1020,990,18,3888.06666666667,0,0,NA,NA,3,0,0,0
"97",1982-12-01,2495,8090,257,340,200,14,1830.03333333333,0,1,NA,NA,0,0,0,0,1820,4540,303,390,460,18,3959.06451612903,0,0,NA,NA,0,0,0,0,1685,9210,314,1020,990,18,3888.06666666667,0,0,NA,NA,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",1983-01-01,1820,4540,303,390,460,18,3959.06451612903,0,0,NA,NA,0,0,0,0,1685,9210,314,1020,990,18,3888.06666666667,0,0,NA,NA,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",1983-02-01,1685,9210,314,1020,990,18,3888.06666666667,0,0,NA,NA,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1983-06-01,18000,20400,84,2300,1400,9,18461.2580645161,1,0,NA,NA,30,25,8,0,21400,26000,116,100,200,13,28456.4666666667,1,0,NA,NA,30,30,30,0,19000,25800,126,1200,150,6,7777.96774193548,0,0,NA,NA,28,26,6,0,6135,15100,154,1910,1280,16,4775.2,0,0,NA,NA,9,1,0,0
"101",1983-07-01,21400,26000,116,100,200,13,28456.4666666667,1,0,NA,NA,30,30,30,0,19000,25800,126,1200,150,6,7777.96774193548,0,0,NA,NA,28,26,6,0,6135,15100,154,1910,1280,16,4775.2,0,0,NA,NA,9,1,0,0,4180,10200,194,1360,1605,14,2641.32258064516,0,0,NA,NA,2,0,0,0
"102",1983-08-01,19000,25800,126,1200,150,6,7777.96774193548,0,0,NA,NA,28,26,6,0,6135,15100,154,1910,1280,16,4775.2,0,0,NA,NA,9,1,0,0,4180,10200,194,1360,1605,14,2641.32258064516,0,0,NA,NA,2,0,0,0,2890,7310,221,1080,2390,21,1643.35483870968,0,1,NA,NA,0,0,0,0
"103",1983-09-01,6135,15100,154,1910,1280,16,4775.2,0,0,NA,NA,9,1,0,0,4180,10200,194,1360,1605,14,2641.32258064516,0,0,NA,NA,2,0,0,0,2890,7310,221,1080,2390,21,1643.35483870968,0,1,NA,NA,0,0,0,0,2125,3100,256,155,50,14,1687.93333333333,0,1,NA,NA,0,0,0,0
"104",1983-10-01,4180,10200,194,1360,1605,14,2641.32258064516,0,0,NA,NA,2,0,0,0,2890,7310,221,1080,2390,21,1643.35483870968,0,1,NA,NA,0,0,0,0,2125,3100,256,155,50,14,1687.93333333333,0,1,NA,NA,0,0,0,0,2850,7420,288,920,1485,18,3147.74193548387,0,0,NA,NA,0,0,0,0
"105",1983-11-01,2890,7310,221,1080,2390,21,1643.35483870968,0,1,NA,NA,0,0,0,0,2125,3100,256,155,50,14,1687.93333333333,0,1,NA,NA,0,0,0,0,2850,7420,288,920,1485,18,3147.74193548387,0,0,NA,NA,0,0,0,0,7170,11700,322,1700,2995,11,6404.06666666667,0,0,NA,NA,2,1,0,0
"106",1983-12-01,2125,3100,256,155,50,14,1687.93333333333,0,1,NA,NA,0,0,0,0,2850,7420,288,920,1485,18,3147.74193548387,0,0,NA,NA,0,0,0,0,7170,11700,322,1700,2995,11,6404.06666666667,0,0,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",1984-01-01,2850,7420,288,920,1485,18,3147.74193548387,0,0,NA,NA,0,0,0,0,7170,11700,322,1700,2995,11,6404.06666666667,0,0,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",1984-02-01,7170,11700,322,1700,2995,11,6404.06666666667,0,0,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1984-06-01,20000,20100,66,100,100,8,21845.2903225806,1,0,NA,NA,31,31,9,0,20100,20300,105,100,100,14,17014.1,1,0,NA,NA,30,30,23,0,14500,20200,126,700,1200,7,9928.61290322581,1,0,NA,NA,21,15,6,0,7060,15200,159,1140,1600,13,4559.03333333333,0,0,NA,NA,9,1,0,0
"110",1984-07-01,20100,20300,105,100,100,14,17014.1,1,0,NA,NA,30,30,23,0,14500,20200,126,700,1200,7,9928.61290322581,1,0,NA,NA,21,15,6,0,7060,15200,159,1140,1600,13,4559.03333333333,0,0,NA,NA,9,1,0,0,6360,17900,213,3485,4160,16,8542.96774193548,1,0,NA,NA,9,3,0,0
"111",1984-08-01,14500,20200,126,700,1200,7,9928.61290322581,1,0,NA,NA,21,15,6,0,7060,15200,159,1140,1600,13,4559.03333333333,0,0,NA,NA,9,1,0,0,6360,17900,213,3485,4160,16,8542.96774193548,1,0,NA,NA,9,3,0,0,8690,17900,214,2800,2970,14,5964.87096774194,1,0,NA,NA,12,2,0,0
"112",1984-09-01,7060,15200,159,1140,1600,13,4559.03333333333,0,0,NA,NA,9,1,0,0,6360,17900,213,3485,4160,16,8542.96774193548,1,0,NA,NA,9,3,0,0,8690,17900,214,2800,2970,14,5964.87096774194,1,0,NA,NA,12,2,0,0,4220,12400,255,1535,1360,12,2763.36666666667,0,0,NA,NA,1,0,0,0
"113",1984-10-01,6360,17900,213,3485,4160,16,8542.96774193548,1,0,NA,NA,9,3,0,0,8690,17900,214,2800,2970,14,5964.87096774194,1,0,NA,NA,12,2,0,0,4220,12400,255,1535,1360,12,2763.36666666667,0,0,NA,NA,1,0,0,0,2280,5580,301,265,620,13,3198.32258064516,0,0,NA,NA,1,0,0,0
"114",1984-11-01,8690,17900,214,2800,2970,14,5964.87096774194,1,0,NA,NA,12,2,0,0,4220,12400,255,1535,1360,12,2763.36666666667,0,0,NA,NA,1,0,0,0,2280,5580,301,265,620,13,3198.32258064516,0,0,NA,NA,1,0,0,0,2305,17200,335,750,2455,16,3122.86666666667,0,0,NA,NA,2,0,0,0
"115",1984-12-01,4220,12400,255,1535,1360,12,2763.36666666667,0,0,NA,NA,1,0,0,0,2280,5580,301,265,620,13,3198.32258064516,0,0,NA,NA,1,0,0,0,2305,17200,335,750,2455,16,3122.86666666667,0,0,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",1985-01-01,2280,5580,301,265,620,13,3198.32258064516,0,0,NA,NA,1,0,0,0,2305,17200,335,750,2455,16,3122.86666666667,0,0,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",1985-02-01,2305,17200,335,750,2455,16,3122.86666666667,0,0,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",1985-06-01,4020,14300,66,2000,1470,16,4610.03225806452,0,1,NA,NA,3,0,0,0,2540,3620,101,30,55,17,3229.5,0,1,NA,NA,0,0,0,0,4880,8110,149,110,190,14,4435.67741935484,0,1,NA,NA,0,0,0,0,2445,8620,162,440,230,14,2322.2,0,1,NA,NA,0,0,0,0
"119",1985-07-01,2540,3620,101,30,55,17,3229.5,0,1,NA,NA,0,0,0,0,4880,8110,149,110,190,14,4435.67741935484,0,1,NA,NA,0,0,0,0,2445,8620,162,440,230,14,2322.2,0,1,NA,NA,0,0,0,0,2280,7430,197,275,900,15,2587.41935483871,0,0,NA,NA,0,0,0,0
"120",1985-08-01,4880,8110,149,110,190,14,4435.67741935484,0,1,NA,NA,0,0,0,0,2445,8620,162,440,230,14,2322.2,0,1,NA,NA,0,0,0,0,2280,7430,197,275,900,15,2587.41935483871,0,0,NA,NA,0,0,0,0,6190,19100,242,750,1160,10,11918.4193548387,1,0,NA,NA,12,11,0,0
"121",1985-09-01,2445,8620,162,440,230,14,2322.2,0,1,NA,NA,0,0,0,0,2280,7430,197,275,900,15,2587.41935483871,0,0,NA,NA,0,0,0,0,6190,19100,242,750,1160,10,11918.4193548387,1,0,NA,NA,12,11,0,0,2480,7480,254,255,450,13,2453.2,0,0,NA,NA,5,4,0,0
"122",1985-10-01,2280,7430,197,275,900,15,2587.41935483871,0,0,NA,NA,0,0,0,0,6190,19100,242,750,1160,10,11918.4193548387,1,0,NA,NA,12,11,0,0,2480,7480,254,255,450,13,2453.2,0,0,NA,NA,5,4,0,0,1800,11500,304,260,320,14,2735.25806451613,0,0,NA,NA,0,0,0,0
"123",1985-11-01,6190,19100,242,750,1160,10,11918.4193548387,1,0,NA,NA,12,11,0,0,2480,7480,254,255,450,13,2453.2,0,0,NA,NA,5,4,0,0,1800,11500,304,260,320,14,2735.25806451613,0,0,NA,NA,0,0,0,0,3430,10900,320,1700,1780,14,21910.3,1,0,NA,NA,26,25,12,0
"124",1985-12-01,2480,7480,254,255,450,13,2453.2,0,0,NA,NA,5,4,0,0,1800,11500,304,260,320,14,2735.25806451613,0,0,NA,NA,0,0,0,0,3430,10900,320,1700,1780,14,21910.3,1,0,NA,NA,26,25,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",1986-01-01,1800,11500,304,260,320,14,2735.25806451613,0,0,NA,NA,0,0,0,0,3430,10900,320,1700,1780,14,21910.3,1,0,NA,NA,26,25,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",1986-02-01,3430,10900,320,1700,1780,14,21910.3,1,0,NA,NA,26,25,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1986-06-01,4910,15800,72,2455,2875,16,7421.1935483871,0,0,NA,NA,3,1,0,0,3210,10900,108,845,1165,13,3498.36666666667,0,1,NA,NA,2,0,0,0,5990,6510,142,45,65,18,3258.09677419355,0,1,NA,NA,0,0,0,0,2470,5590,168,260,270,18,1580,0,1,NA,NA,0,0,0,0
"128",1986-07-01,3210,10900,108,845,1165,13,3498.36666666667,0,1,NA,NA,2,0,0,0,5990,6510,142,45,65,18,3258.09677419355,0,1,NA,NA,0,0,0,0,2470,5590,168,260,270,18,1580,0,1,NA,NA,0,0,0,0,2660,6160,200,115,160,16,1448.96774193548,0,1,NA,NA,0,0,0,0
"129",1986-08-01,5990,6510,142,45,65,18,3258.09677419355,0,1,NA,NA,0,0,0,0,2470,5590,168,260,270,18,1580,0,1,NA,NA,0,0,0,0,2660,6160,200,115,160,16,1448.96774193548,0,1,NA,NA,0,0,0,0,2380,6220,240,165,210,18,3327.67741935484,0,0,NA,NA,0,0,0,0
"130",1986-09-01,2470,5590,168,260,270,18,1580,0,1,NA,NA,0,0,0,0,2660,6160,200,115,160,16,1448.96774193548,0,1,NA,NA,0,0,0,0,2380,6220,240,165,210,18,3327.67741935484,0,0,NA,NA,0,0,0,0,2590,11700,270,480,760,12,2016,0,0,NA,NA,1,0,0,0
"131",1986-10-01,2660,6160,200,115,160,16,1448.96774193548,0,1,NA,NA,0,0,0,0,2380,6220,240,165,210,18,3327.67741935484,0,0,NA,NA,0,0,0,0,2590,11700,270,480,760,12,2016,0,0,NA,NA,1,0,0,0,2340,9120,285,615,1050,13,1787.16129032258,0,1,NA,NA,0,0,0,0
"132",1986-11-01,2380,6220,240,165,210,18,3327.67741935484,0,0,NA,NA,0,0,0,0,2590,11700,270,480,760,12,2016,0,0,NA,NA,1,0,0,0,2340,9120,285,615,1050,13,1787.16129032258,0,1,NA,NA,0,0,0,0,20000,20700,326,180,600,14,3129.33333333333,0,0,NA,NA,0,0,0,0
"133",1986-12-01,2590,11700,270,480,760,12,2016,0,0,NA,NA,1,0,0,0,2340,9120,285,615,1050,13,1787.16129032258,0,1,NA,NA,0,0,0,0,20000,20700,326,180,600,14,3129.33333333333,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",1987-01-01,2340,9120,285,615,1050,13,1787.16129032258,0,1,NA,NA,0,0,0,0,20000,20700,326,180,600,14,3129.33333333333,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1987-02-01,20000,20700,326,180,600,14,3129.33333333333,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",1987-06-01,20400,25600,70,450,400,14,21631.1935483871,1,0,NA,NA,31,29,19,0,19900,35600,115,1200,1000,11,37563.6,1,0,NA,NA,24,21,14,10,29800,35300,125,400,100,13,8824.77419354839,0,0,NA,NA,31,30,28,15,8465,18700,155,2790,2540,19,4574.1,0,0,NA,NA,9,3,0,0
"137",1987-07-01,19900,35600,115,1200,1000,11,37563.6,1,0,NA,NA,24,21,14,10,29800,35300,125,400,100,13,8824.77419354839,0,0,NA,NA,31,30,28,15,8465,18700,155,2790,2540,19,4574.1,0,0,NA,NA,9,3,0,0,2640,14600,203,690,290,10,4184.29032258064,0,0,NA,NA,4,0,0,0
"138",1987-08-01,29800,35300,125,400,100,13,8824.77419354839,0,0,NA,NA,31,30,28,15,8465,18700,155,2790,2540,19,4574.1,0,0,NA,NA,9,3,0,0,2640,14600,203,690,290,10,4184.29032258064,0,0,NA,NA,4,0,0,0,2520,8430,219,810,180,12,1980.03225806452,0,0,NA,NA,0,0,0,0
"139",1987-09-01,8465,18700,155,2790,2540,19,4574.1,0,0,NA,NA,9,3,0,0,2640,14600,203,690,290,10,4184.29032258064,0,0,NA,NA,4,0,0,0,2520,8430,219,810,180,12,1980.03225806452,0,0,NA,NA,0,0,0,0,19950,20300,261,200,300,7,15970.7666666667,1,0,NA,NA,17,15,9,0
"140",1987-10-01,2640,14600,203,690,290,10,4184.29032258064,0,0,NA,NA,4,0,0,0,2520,8430,219,810,180,12,1980.03225806452,0,0,NA,NA,0,0,0,0,19950,20300,261,200,300,7,15970.7666666667,1,0,NA,NA,17,15,9,0,2040,6970,278,120,105,13,2501.32258064516,0,0,NA,NA,5,0,0,0
"141",1987-11-01,2520,8430,219,810,180,12,1980.03225806452,0,0,NA,NA,0,0,0,0,19950,20300,261,200,300,7,15970.7666666667,1,0,NA,NA,17,15,9,0,2040,6970,278,120,105,13,2501.32258064516,0,0,NA,NA,5,0,0,0,1025,7730,325,108,261.5,15,4561.8,0,0,NA,NA,2,0,0,0
"142",1987-12-01,19950,20300,261,200,300,7,15970.7666666667,1,0,NA,NA,17,15,9,0,2040,6970,278,120,105,13,2501.32258064516,0,0,NA,NA,5,0,0,0,1025,7730,325,108,261.5,15,4561.8,0,0,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",1988-01-01,2040,6970,278,120,105,13,2501.32258064516,0,0,NA,NA,5,0,0,0,1025,7730,325,108,261.5,15,4561.8,0,0,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",1988-02-01,1025,7730,325,108,261.5,15,4561.8,0,0,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",1988-06-01,1140,12300,70,188,195,14,4519.77419354839,0,1,NA,NA,1,0,0,0,6040,9950,104,535,140,11,6884.63333333333,0,0,NA,NA,0,0,0,0,6840,10200,152,150,790,15,4518.25806451613,0,0,NA,NA,1,0,0,0,2705,14800,174,1080,1170,14,2483.13333333333,0,1,NA,NA,3,0,0,0
"146",1988-07-01,6040,9950,104,535,140,11,6884.63333333333,0,0,NA,NA,0,0,0,0,6840,10200,152,150,790,15,4518.25806451613,0,0,NA,NA,1,0,0,0,2705,14800,174,1080,1170,14,2483.13333333333,0,1,NA,NA,3,0,0,0,2170,8090,199,40,60,18,3169.61290322581,0,0,NA,NA,0,0,0,0
"147",1988-08-01,6840,10200,152,150,790,15,4518.25806451613,0,0,NA,NA,1,0,0,0,2705,14800,174,1080,1170,14,2483.13333333333,0,1,NA,NA,3,0,0,0,2170,8090,199,40,60,18,3169.61290322581,0,0,NA,NA,0,0,0,0,2310,7220,222,230,820,15,1952.48387096774,0,1,NA,NA,0,0,0,0
